390	100	0
390	90	0
390	80	0
390	70	0
390	60	0
390	50	0
390	40	0
390	30	0
390	20	0
390	10	0
380	100	0
380	90	0
380	80	0
380	70	0
380	60	0
380	50	0
380	40	0
380	30	0
380	20	0
380	10	0
370	100	0
370	90	0
370	80	0
370	70	0
370	60	0
370	50	0
370	40	0
370	30	0
370	20	0
370	10	0
360	100	0
360	90	0
360	80	0
360	70	0
360	60	0
360	50	0
360	40	0
360	30	0
360	20	0
360	10	0
350	100	0
350	90	0
350	80	0
350	70	0
350	60	0
350	50	0
350	40	0
350	30	0
350	20	0
350	10	0
340	100	0
340	90	0
340	80	0
340	70	0
340	60	0
340	50	0
340	40	0
340	30	0
340	20	0
340	10	0
330	100	0
330	90	0
330	80	0
330	70	0
330	60	0
330	50	0
330	40	0
330	30	0
330	20	0
330	10	0
320	100	0
320	90	0
320	80	0
320	70	0
320	60	0
320	50	0
320	40	0
320	30	0
320	20	0
320	10	0
310	100	0
310	90	0
310	80	0
310	70	0
310	60	0
310	50	0
310	40	0
310	30	0
310	20	0
310	10	0
300	100	0
300	90	0
300	80	0
300	70	0
300	60	0
300	50	0
300	40	0
300	30	0
300	20	0
300	10	0
290	100	0
290	90	0
290	80	0
290	70	0
290	60	0
290	50	0
290	40	0
290	30	0
290	20	0
290	10	0
280	100	0
280	90	0
280	80	0
280	70	0
280	60	0
280	50	0
280	40	0
280	30	0
280	20	0
280	10	0
270	100	0
270	90	0
270	80	0
270	70	0
270	60	0
270	50	0
270	40	0
270	30	0
270	20	0
270	10	0
260	100	0
260	90	0
260	80	0
260	70	0
260	60	0
260	50	0
260	40	0
260	30	0
260	20	0
260	10	0
250	100	0
250	90	0
250	80	0
250	70	0
250	60	0
250	50	0
250	40	0
250	30	0
250	20	0
250	10	0
240	100	0
240	90	0
240	80	0
240	70	0
240	60	0
240	50	0
240	40	0
240	30	0
240	20	0
240	10	0
230	100	0
230	90	0
230	80	0
230	70	0
230	60	0
230	50	0
230	40	0
230	30	0
230	20	0
230	10	0
220	100	0
220	90	0
220	80	0
220	70	0
220	60	0
220	50	0
220	40	0
220	30	0
220	20	0
220	10	0
210	100	0
210	90	0
210	80	0
210	70	0
210	60	0
210	50	0
210	40	0
210	30	0
210	20	0
210	10	0
200	100	0
200	90	0
200	80	0
200	70	0
200	60	0
200	50	0
200	40	0
200	30	0
200	20	0
200	10	0
190	100	0
190	90	0
190	80	0
190	70	0
190	60	0
190	50	0
190	40	0
190	30	0
190	20	0
190	10	0
180	100	0
180	90	0
180	80	0
180	70	0
180	60	0
180	50	0
180	40	0
180	30	0
180	20	0
180	10	0
170	100	0
170	90	0
170	80	0
170	70	0
170	60	0
170	50	0
170	40	0
170	30	0
170	20	0
170	10	0
160	100	0
160	90	0
160	80	0
160	70	0
160	60	0
160	50	0
160	40	0
160	30	0
160	20	0
160	10	0
150	100	0
150	90	0
150	80	0
150	70	0
150	60	0
150	50	0
150	40	0
150	30	0
150	20	0
150	10	0
140	100	0
140	90	0
140	80	0
140	70	0
140	60	0
140	50	0
140	40	0
140	30	0
140	20	0
140	10	0
130	100	0
130	90	0
130	80	0
130	70	0
130	60	0
130	50	0
130	40	0
130	30	0
130	20	0
130	10	0
120	100	0
120	90	0
120	80	0
120	70	0
120	60	0
120	50	0
120	40	0
120	30	0
120	20	0
120	10	0
110	100	0
110	90	0
110	80	0
110	70	0
110	60	0
110	50	0
110	40	0
110	30	0
110	20	0
110	10	0
100	100	0
100	90	0
100	80	0
100	70	0
100	60	0
100	50	0
100	40	0
100	30	0
100	20	0
100	10	0
90	100	0
90	90	0
90	80	0
90	70	0
90	60	0
90	50	0
90	40	0
90	30	0
90	20	0
90	10	0
80	100	0
80	90	0
80	80	0
80	70	0
80	60	0
80	50	0
80	40	0
80	30	0
80	20	0
80	10	0
70	100	0
70	90	0
70	80	0
70	70	0
70	60	0
70	50	0
70	40	0
70	30	0
70	20	0
70	10	0
60	100	0
60	90	0
60	80	0
60	70	0
60	60	0
60	50	0
60	40	0
60	30	0
60	20	0
60	10	0
50	100	0
50	90	0
50	80	0
50	70	0
50	60	0
50	50	0
50	40	0
50	30	0
50	20	0
50	10	0
40	100	0
40	90	0
40	80	0
40	70	0
40	60	0
40	50	0
40	40	0
40	30	0
40	20	0
40	10	0
30	100	0
30	90	0
30	80	0
30	70	0
30	60	0
30	50	0
30	40	0
30	30	0
30	20	0
30	10	0
20	100	0
20	90	0
20	80	0
20	70	0
20	60	0
20	50	0
20	40	0
20	30	0
20	20	0
20	10	0
10	100	0
10	90	0
10	80	0
10	70	0
10	60	0
10	50	0
10	40	0
10	30	0
10	20	0
10	10	0
